X105_B	X10_B	X128_B	X12_B	X130_B	X133_B	X137_B	X150_B	X157_B	X172_B	X180_B	X181_B	X184_B	X201_B	X229_B	X238_B	X240_B	X256_B	X258_B	X263_B	X265_B	X268_B	X26_B	X272_B	X274_B	X275_B	X276_B	X281_B	X282_B	X332_B	X335_B	X338_B	X341_B	X343_B	X350_B	X367_B	X377_B	X383_B	X385_B	X397_B	X39_B	X42_B	X45_B	X51_B	X521_B	X526_B	X527_B	X536_B	X544_B	X549_B	X560_B	X565_B	X567_B	X572_B	X582_B	X585_B	X587_B	X589_B	X590_B	X591_B	X599_B	X608_B	X615_B	X624_B	X633_B	X637_B	X78_B	X87_B	X105_4M	X10_4M	X128_4M	X12_4M	X130_4M	X133_4M	X137_4M	X150_4M	X157_4M	X172_4M	X180_4M	X181_4M	X184_4M	X201_4M	X229_4M	X238_4M	X240_4M	X256_4M	X258_4M	X263_4M	X265_4M	X268_4M	X26_4M	X272_4M	X274_4M	X275_4M	X276_4M	X281_4M	X282_4M	X332_4M	X335_4M	X338_4M	X341_4M	X343_4M	X350_4M	X367_4M	X377_4M	X383_4M	X385_4M	X397_4M	X39_4M	X42_4M	X45_4M	X51_4M	X521_4M	X526_4M	X527_4M	X536_4M	X544_4M	X549_4M	X560_4M	X565_4M	X567_4M	X572_4M	X582_4M	X585_4M	X587_4M	X589_4M	X590_4M	X591_4M	X599_4M	X608_4M	X615_4M	X624_4M	X633_4M	X637_4M	X78_4M	X87_4M	X105_12M	X10_12M	X128_12M	X12_12M	X130_12M	X133_12M	X137_12M	X150_12M	X157_12M	X172_12M	X180_12M	X181_12M	X184_12M	X201_12M	X229_12M	X238_12M	X240_12M	X256_12M	X258_12M	X263_12M	X265_12M	X268_12M	X26_12M	X272_12M	X274_12M	X275_12M	X276_12M	X281_12M	X282_12M	X332_12M	X335_12M	X338_12M	X341_12M	X343_12M	X350_12M	X367_12M	X377_12M	X383_12M	X385_12M	X397_12M	X39_12M	X42_12M	X45_12M	X51_12M	X521_12M	X526_12M	X527_12M	X536_12M	X544_12M	X549_12M	X560_12M	X565_12M	X567_12M	X572_12M	X582_12M	X585_12M	X587_12M	X589_12M	X590_12M	X591_12M	X599_12M	X608_12M	X615_12M	X624_12M	X633_12M	X637_12M	X78_12M	X87_12M	X105_M	X10_M	X128_M	X12_M	X130_M	X133_M	X137_M	X150_M	X157_M	X172_M	X180_M	X181_M	X184_M	X201_M	X229_M	X238_M	X240_M	X256_M	X258_M	X263_M	X265_M	X268_M	X26_M	X272_M	X274_M	X275_M	X276_M	X281_M	X282_M	X332_M	X335_M	X338_M	X341_M	X343_M	X350_M	X367_M	X377_M	X383_M	X385_M	X397_M	X39_M	X42_M	X45_M	X51_M	X521_M	X526_M	X527_M	X536_M	X544_M	X549_M	X560_M	X565_M	X567_M	X572_M	X582_M	X585_M	X587_M	X589_M	X590_M	X591_M	X599_M	X608_M	X615_M	X624_M	X633_M	X637_M	X78_M	X87_M
MN00040	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00745066625118913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00115227987446014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40411179124747e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00155812636526793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.48031758672081e-05	0	0	0	0	0	0	0.0290066593486049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65481922217282e-05	0	5.52020015565798e-05	0	0	0	0	0	0.0177665195844819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.37802382938372e-05	0	0	0	0	0	0	0	0	3.6615963928497e-05	0	0.00018361842721449	0	0	0	0	0	5.1664256699346e-05	0.000288900897479755	3.43302808627631e-05	0	0	0	0	0	5.35040544479445e-05	0	3.75162235685431e-05	0.000368172699904854	0	0	0	0	0	0	0	0	0
MN00041	0	0	0	0.000317426486535208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00038342941159055	0	0	0	0	0	0.000102200953124626	0	0	0	0	0	0	0.000701911225883777	0	0	0	0	0	0	0	0	0.000469831012078866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.16694544063864e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000156460875797427	0	0	0	0	0	0	0	1.90649669482191e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.33211287102588e-05	1.65141094325913e-05	2.78760034818306e-05	0.00101206835635109	0	0	0	9.78530518661733e-05	0	1.99047198601981e-05	0.000188485637499025	2.48276881300961e-05	0	0	0	0	0	0	0.000795660969077891	3.78931807559037e-05	1.75790928552742e-05	2.65603343022407e-05	3.07200544839499e-05	0	0	0	0	3.88830513910735e-05	0	2.20505744100144e-05	0.000632229161533009	1.52100982642775e-05	1.14456046731155e-05	0	0	0	1.4535357198045e-05	0.000460901887897433	1.28819722717428e-05	2.18836726350479e-05	0	2.80284042211529e-05	0.000460807575828171	0	1.08654838984968e-05	0	0	0	0.000278020938069473	3.58091874062395e-05	0	2.40763631506746e-05	0	0	0.000325809658715106	2.67000572965784e-05	0.000124605628909843	9.27070301428583e-05	0.00020419824243245	0	0.000252048370220717	0	6.54505520313981e-05	0	0.000118213457039526	6.12042329615626e-05	0	0
MN00042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000483192743414635	0	0	0	0	0	0	0	0.00019014575456762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0495968089733833	0	0.000287544248225589	0	0.000200647504840286	0.00315896995613323	0	0	0	0	0	0	0.000257676449677754	0	0	0.000182020830220569	0	0	0	0.00166018481862281	0	0	0	0	1.6704033480497e-05	0	0.0046078427154706	0	0	0	0	0.000235873622596184	0	0	0.00049919419927359	0	0	0	0	0	3.79413154919089e-05	0	0	0	0	0	0	0.000872458924951206	0	0	0	0	0	0	0	0.00510702600969137	2.68568159305305e-05	0.00522452088956411	0	0.000136408107881403	0.00238480129044144	0	0.000669792985075662	0.000116986274484313	0	0	2.92755450586825e-05	0	0.00084216502313668	7.02620240624569e-05	0.000595902883648532	0.00957985996594812	0.020197965376912	0.00137308216939675	0.000152897396183782	0.00515630062182037	0.000267977835249308	0.000175086815969484	0.00177012030420081	0.000338147507634342	0.000543441087963733	0.000731497818318922	0.000247900467130974	0	0.00368021726654731	0.00408700579276551	0.00048231626798124	0.000358196506323892	0.00074882738635974	0.000566737943582065	0.00046177817763854	0.000116748250564725	0.00574644002748349	4.66730295200319e-05	0.000362241058915815	0.00515254672750885	0.000264976489042264	3.75725698839784e-05	0.00131202558535457	0.000339554831465148	0.000133437716116889	0.00204988092281601	0.000647402770818598	0.000152927283938434	6.60535426626695e-05	0.000188788397449699	2.17473471375708e-05	0.000282589672514096	0.000862558622958733	0.000995612774986509	0.000889295992105236	0.000154070691730528	0.00098911139177546	0.000773183015772742	0.000580971740331569	0.00101685736469565	0.000368704034730255	0.00109356490111857	0.000545458724449285	0.00134186090055801	0.0437556250210622	0.000163295040496255	0.0101258296258695	0.00055173449035107	0.000338582772503439	0.000273813099463397	0.00111520650448478	0.000705664542485883	0.000546162720250185	0	0.0025600219776348	0.000959016112538834	0.000529461051588921	0.00024845321431165	0	0.00012955343773223
MN00043	0	0	0	0	0	0	0	0	0	0.000289012446877165	0	0	0	0	0	0	0	0	0.000560232704516323	0	0	0	0	0	0	0	0	0	0.00058530454884981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.02651603413819e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.06674230993344e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.79093216302962e-05	7.99197776411052e-05	5.05318236073281e-05	0	0	0	0	0	0	0.000192496760859719	0	0	0	0	3.92465872919166e-05	0	7.44578669030204e-05	0	0	0	0	0	0	0	0	0	0	2.04050739856386e-05	0	0	3.81513787217708e-05	0.0101078070609246	0	6.42839877414274e-05	0	0	0	0.00312243044080486	0	0	0	0	0	0.000132548835187953	0	0	0	0	0	0	0	0	0.000868186334954402	0	0	0	0.000201864094630822	0.0029476719520149	0.000244536974474358	0	0.000147795262395211	0	0	0	3.87872519367013e-05	0.00073618315170452	0.000349742340493212	0.000203074298374401	0	0.00014704024328516	0.000179387973070126	0	0	0	0	0.001466287970285	7.94448863852215e-05	0.000132701327786917	0	0	0	0	4.22257173895355e-05	0	5.41123365263488e-05	0	0.000633988710205232	0.000256909415707781	0.000348547205944858	9.54069266922973e-05	0	0	6.0759516362207e-05	0.00019308521540974	0	4.27548161466874e-05	0.000219991199528163	5.65957415451286e-05	1.59664600222421e-05	0.000293930183604494	0	0	0	0.000176012694174968	0.00136799149503944	6.56758230509818e-05	5.16014332689233e-05	0	7.63538105232741e-05	0	0	0	0.000101605536792984	9.90724369835585e-05	0	0	6.70142113908049e-05	6.59209093690802e-05	4.94432837804599e-05	0.000134858916800431	0.000619888403461492	0.000171471193134865	0	6.80692279199752e-05	9.32288705154778e-05	0	0.000108022940768861	2.76085139487997e-05	4.32759071789646e-05	0	6.6218989802083e-05	3.32962899287362e-05	3.98352191219694e-05	4.49610241606867e-05	5.78123194342364e-05	2.95541965823319e-05	5.16670575695034e-05	0.00012068636266583	1.97098479510457e-05	0.000152887744127925	9.72733732897394e-05	4.57799289690895e-05	0	0.000161019779500269	0	0.000186685476273022	2.85878592075701e-05	0.000115690839686913	4.94173937809456e-05	3.41885359590663e-05	0.000152902013946076	5.31686777478607e-05	0.000191699057788415	6.52953611470824e-05	0.000257394889171223	0	0	2.19123262658816e-05	1.60105348152975e-05	1.96154442044792e-05	3.38712600832594e-05	1.98830109387362e-05	0.00199707986533426	3.77021444065307e-05	0	0.000116974928618218	0.000108939927618057	0.00432913395586786	4.16699842012989e-05	3.2603310448876e-05	8.18925891476702e-05	0	0.00218139830163517	0.000107407007725739	0.000375873151736112	2.65803353733555e-05	8.49850228251951e-05	9.34510304333735e-05	1.49503257503574e-05	1.99608090305215e-05	0.000148227347124402	7.38882916223735e-05	7.72247636402333e-05	0	6.73460970173619e-05	8.04332527405169e-05	1.69033079994767e-05	4.36764914940347e-05	0.000190264084341853	5.17858634306338e-05	5.90816239299592e-05	4.50792327458427e-05	5.50063591974217e-05	8.84717058220245e-05
MN00044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10617552316558e-05	9.53502943699697e-05	2.81246631703922e-05	0	0	0.00744480650003361	0.000708373372905109	0	0	0.000418037684552031	0	5.66880390760486e-05	0.000150528888456421	0	0	0	0.0114058096183976	0	0	0.00281039842472427	0	9.94365170231581e-05	0	0	1.87274544055111e-05	0	8.47954105094295e-05	0	0	0.00893376584696555	0	0.00786473974631181	0.015637371924365	0	0	0	0.00276847460064164	5.6453169063783e-05	0.00562025246817147	7.19366692968421e-05	3.32704238924874e-05	0	0.000265180431338097	4.46134022638862e-05	0	0	0.00104682747188228	1.17864166518771e-05	0	0.001342836774161	0	6.42954456002924e-05	0	4.43593471606382e-05	0.00969058244496152	0.00138145828316946	0.000424657003873053	0	0	0	0	0	0.00195142995765459	0.000800149603426901	0.0565415186755038	0.00118876834453182	0.000171862093990606	0	0.000110709490837816	0.0233810656687375	0.00405094445863376	0.0303237177642423	0.00111028446651205	0.000698659265991157	0.00023178566166949	0.000118842497107155	0.0267255379426868	0.000165124463577876	0.000402547461647516	0.000413572368922412	0.0230779692979094	0.000819520028573231	0.000280514674069467	3.34334936539475e-05	0.0104297732540068	0.00657787123248812	4.07480194141094e-05	0.000702366005105963	0.000697691169824746	0.0034199685402363	0	0.000135648116748575	0.0808908931039274	0.000129660205373901	0.000299028835933126	2.24519183639085e-05	0.0010661430769494	0.00128523236736354	0.00529673662114933	0.00429031622630536	7.12362644828724e-05	0.000943557871261033	0.000105175707830772	0.00153170094797537	0.000908422084013198	0.00466587080436791	0.000181910149118817	0.000656786153753054	0.000530928621892595	2.39533312897031e-05	0.00762788400062704	4.63065686657406e-05	0.000105052886155292	3.39330981724354e-05	3.92371594938842e-05	0.000796609614665032	7.39272939439693e-05	0.000676458810222246	8.59976811119204e-05	5.28205879494439e-05	3.59103336341131e-05	0.000224544612806811	0	0.000148159244511841	0.000159961512725934	0.000212899175269264	0.00159399695714918	0.000545448033551802	0.000292906543855753	2.56932601251395e-05	2.96206231463476e-05	0.000172217943846839	1.63538489871459e-05	0.00752662377841026	0.000162610746532398	5.4630415384939e-05
MN00045	0	0	0.00453415895216012	0	0	0	0	0	0	0.000395085417180264	0	0	0	0	0	0	0	0	0.00144953303447879	0	0	0	0	0	0	0	0	0	0.000111312173002907	0	0	0	0.000217090323418023	0	0	0	0	0	0	0	0	0	0.000258915496551059	0	0	0	0	0	0	0	0	0.000529629803869631	0	0	0	0	0	0	8.11359732435683e-05	0	0	0	0	0	9.62342411015236e-05	0	0	0	6.17778927910811e-05	0	0	0	0	0	0.000522307079430281	0	0	0	0	0.000689592568546775	0	0	0	0	0	0	0	0	0	0	0	4.19254770553691e-05	0	0	0.000149840534866613	0	0	0	0	0	5.86779631865088e-05	0	0	0	0	0.000134400775261375	0	0	0	0.000142777445693455	0	0	0	0	0	0.000896100363614873	0.000150393097664421	6.58306784626751e-05	0	0	0	0	0	0.000276920702263171	0	0	0.000140612547265825	0	0	0	0.000462302416195169	0	0	0	0.000105202300513963	0.157693543409318	9.68225427236539e-05	0.000480478189976716	0.000383485135769713	0.00115742932517783	0.000571284501663048	0.000183678892390151	0.000226061666957552	0.000530503224448439	0.000162174694079345	0.00110707134931988	0.00490553023293394	0.000179933310013356	6.92574634493132e-05	0	0.00105668124992462	0.000158066089991265	0.000856966388960863	0.000987367107209337	0.000447087628146299	0.000416784642542672	0.000200123022311078	0.000155918239823847	0.000798220764058217	6.56471886117092e-05	2.57534895171381e-05	0.000128779925282268	0.00136352099978538	0.000364205731491524	0.00155101074082545	0.000145601959073888	0.000276637578961546	0.000179571666173833	0.000307441414452159	0.000216081015007243	0.00020758996818985	0.00277645868724342	5.70711708053717e-05	0.000141050877707107	0.00127710052452534	8.90688327612915e-05	0.000269672458575733	0.00137388707754625	5.13915160489252e-05	0.000125984395986981	0.000295677076568356	0.00475520755365425	2.41207483838642e-05	0.000110282876584884	6.28265118921752e-05	0.000214088556968522	3.16009771348629e-05	0.000245780481532571	0	7.19085574285232e-05	0.000227822462819796	0.000389435342015843	0.00045838175339587	9.81128015144378e-05	0.00135548446943771	0.0013472956889944	9.25561055690708e-05	0.000302608310022277	0.00147549023113022	0.000963001604376627	0.000927745288745226	9.97187038294006e-05	0.000805276659120929	0.000818332212424692	0.000101704165083535	0.000117525340522172	0.000302675460337389	0.000166685427159404	0.000278460270474314	0.000245721279371407	0.000619645008129495	0.000252768988746567	0.000117722974862023	0.000538927536244372	9.49897428819821e-05	0.000300569786389502	1.29633847046887e-05	0.000198248820735753	0.000374132014128494	0.000336085460671223	0.000114965251939601	0.000258078363424308	0.000158980547747262	0.00011649298411393	0.000100568525720336	0.00032250694122319	0.000103672981179161	0.000118212932674965	0.00097872824074185	0.000121803506871348	0.000489198585763758	0.000643009778688032	0.000183815121911539	0.000180825698776926	0.000163822875256899	0.000144990273029753	0.000910746556847171	0.00019565773239601	0.000100097009952797	0.000403539866861942	0.000283378553896249	0.000287565743603824	0.000108923557761385	0.000137187120424206	0.000125133705018881	6.41226014409939e-05	0.000139227448830499	0.00014529091648625	9.4101668981002e-05	0.000240725798706399	2.48496570872869e-05	7.24156331640155e-05	0.000198860421322883	0.000932202138842974	0.000122664524779707	0.000263335275191725	0.000133284298112223	0.000234555970594402	0.000312014368110819	0.000218309196375543	0.000216396020298351	0.00137996357363584	0.000116456038482908	0.000284669617736814	5.73176152779782e-05	0.00012499847775117	0.000234427175780102	0.000547910062196933	0.000186722919783694	3.07463976487146e-05	0.00112075257217719	0.00185550523141034
MN00046	0	0	0	0	0	0	0	0	0	0.00107190221857876	0	0.00114420920025451	0	0.00155959833565335	0	0	0	0	0	0	0	0.00158020652941507	0	0	5.56633220057744e-05	0.0005718102286359	0.00239592523547901	0.000275000079624631	0.00209784144665849	0.00209091728667084	0	0	0.0099712465734039	0	0.0057951427245866	0	0	0	0	0	0.00310117353490295	0	0	0	0	0	0	0	0	0	0	0.00158958224048731	0	0	0	0	0	0	0.0036638055839737	0.00331826827078593	0	0	0	0	0.000260794067249564	0	0	0	0	0	5.95671735970426e-05	0	0	0	0.000433005872060661	0	0	0	0	0.001138353818132	0.00140601347437294	0	0	0	0	0	0	0.00148847554849798	0	0.00193838507237211	0	0	0.00365753052547876	0	0.00157663175900548	0.00154533088065267	0	0.00328177363875872	0	0	0.00257654788007291	0	0.00155208343531961	0	0	0.00248437550050416	0	0.000355808251051308	0.00106683994613033	0.000333370127903989	0	0	0.00182487070037287	0	0	0.00148670142286674	0	0.00660736359313239	0	0.000349680478367434	0.00012921957804051	0	0	0	0	0	0.00118246344967146	0.00169920169886711	0.00027842507134681	0	0.000845682929033351	0	0	0	0	0	0.000848273733826994	0.00066071098298336	0.00013032008151289	9.21581043713154e-05	0.000108319189647813	0.000149254350322723	0.000155219215045187	5.97892620406219e-05	0	0.000170083856657126	0.00033576524097884	0.000169508993114425	1.32488689308306e-05	0.000533242972602322	0.000333913770401959	0	0.000269377571177148	0.000997164722137449	0.000281110055553275	0.000307617520471242	0	0.00284575254428831	0	0	0.000232844317345152	0.000433080723092243	0.000339916825882724	0.00033914481929505	0	0.000240253861198388	0	0.000170150992460306	0.0124733362408528	0.000225227711110861	0.00014081611289417	8.97468436136948e-05	0.000243373879956391	0.000347807141838978	0.000898032661437906	0.000183025094028717	0.000668186327051068	0.000171154094528324	0.000342768407853494	0	0.000237557461121421	0.000269554972662265	0.00041126927911808	0.000239816340285529	0.000152918702786595	0.000138735028335349	0.000425667392309572	0.000236647260423235	6.33510541387349e-05	0	0.000152261418818339	0.000817535139543764	0	5.29221659529618e-05	0.000317824499892674	0.0017454860470019	6.28792936147296e-05	0.000548430915639193	0.00179068296921723	0.000693602308352294	1.90522929528241e-05	2.96922859072077e-05	0.00163243218817421	0	0.000164290431047536	0.00168268203849391	5.83830807273854e-05	0.000175210504344818	0.000148587254001274	0	0.00090285075922137	0.000185963471082672	0	0.000932405890279822	0.000112081511098515	0.000389280407443067	0.000170957787252442	0.000189027134843717	0.0012342497932217	0.000351306238739626	0.000157937963557917	0.000337866780857857	7.97151599546816e-05	0.000451018729162724	3.15253911508094e-05	0.000448615924272125	0.000150201881914689	0	0.000242841246983322	0.00010993808906353	0.000394260373349832	0.000259806672377259	0.000528585804634229	0.000754822614010674	0	0.000287980138563406	0.00192043925395218	0.000288770266491853	0.000229400361062875	9.90979548672379e-05	0.000844742088048723	0.00030389674024692	0.000208378965125211	0.000650866871209109	0.000130784671209732	0.000306504009521017	0.000115399931737481	4.20149722911086e-05	0.000206952839660341	0.000414053617547744	0.000563275608415076	0.000106545918712764	0.00219344558862037	0.000187294538788225	0.000125747467537336	0.000267623408043685	2.93767936977974e-05	0.000489179251915732	0.0011747510576391	0.000265611693531597	0	0.000461604227843737	0.000286569042871981	0.000419230325426442	0.000285278752950193	0.00035143057209847	1.89246609180165e-05	5.32736836317629e-05	0.000224491007803143	0	0.000576451439008109	0.000226791447313093
MN00047	0	0	0	0	0	0	0	0	0	8.38186529608311e-05	0	0	0	0	0	0	0	0	0	0	8.58798103976338e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106072527550932	0	0	0	0	0	1.86659323758635e-05	0	0	0	0	0	0	0	0	0	0	3.18342170550027e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.87444834436557e-05	0	0	0	0	0	0	0	0	0	0	0.00041057138157822	0.0316770298744991	0	0	0	0	0	0	0	0.000441785495474237	0	0.000102150672495727	0.000192884927566625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.9292498011067e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00953105715230309	0	0	3.56690108267651e-05	0	0	0	0	0	0.000351360727542974	0.000159270228331005	0.00315964068325116	0	0.00943247988043653	0	0	0.000444981639552188	0.000109047610599074	0.000182128688968858	0	0.00032167877681506	7.15325358155766e-05	0.000144523563944135	0	0.036538848350501	1.84490205552312e-05	0	0	0.00056373952365641	0.000202239142278831	0.000424846602991876	0.000491929505523365	3.43159460298104e-05	0.000182434236865068	0.000104098879551425	0	0	2.6274011410832e-05	0.000334536324611367	2.34799890139701e-05	0	0.000348685369491323	0.000301048689352395	0	0	0	0	6.2802274799303e-05	0.000433397284309084	0.000205440171917914	0.000390253959159656	0.000222133361693558	3.71470517141135e-05	9.4864783654043e-06	0	4.02241592168561e-05	0.000336224286523248	2.18741729147028e-05	0.000176000679148152	0	0.00147337946987963	1.77778906106036e-05	1.01276087128144e-05	0	5.93220486883788e-05	9.36989481298429e-05	0	0.000844657703472546	6.36809435413948e-05	0.000144211501439743	0	0.00163678791984938	0	0.000146660370132212	0	3.61909152359512e-05	2.98166532595939e-05	0.00123968477352064	9.49130219372678e-05
MN00048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000158541820083143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89280338705141e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00321164121805367	8.88544456582852e-05	0.000377847523350169	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129534739996719	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.38754382984379e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.58440102043913e-05	6.72694346918576e-05	0	0	0	0	0	0	6.42392329178832e-05	0	0	0	0.000120717753531763	6.51361970194625e-05	0	0	0	0.000246660842239383	0.0018163916088955	0	9.95294212457319e-05	0	4.90893483054218e-05	0	0	2.23764495713032e-05	0	0	8.4899602606116e-05	0	2.86949657961225e-05	0	3.67489959754711e-05	1.54138688455844e-05	0	3.22965404431569e-05	0	0	8.11070898097912e-05	0	0	0	0	0	0	1.55910984596641e-05	3.13342590676322e-05	0	5.38768375272964e-05	0	6.5163825400987e-05	0	0	7.51187004499814e-05	0	0	4.61966491416326e-05	0	0	0.000122967730106496	0	0.000154085029107571	0	0	0	0	0	2.08297891520295e-05	0.00012249183396211	0.000435662330753718	3.850400357708e-05	0.000370552460901665	0.000123666174705471	4.65434506240563e-05	0.000136842661058156	8.51412599467453e-05	5.18343406068009e-05	0.00292537235842626	1.99010613068833e-05	0.00212331027664229	0.000333724534977056	0.00255724557744708	0.00406712525834166	6.66266226220803e-05	0.000160311081066138	8.77345720906795e-05	0.000317721875558924	8.39596038559733e-05	0.00397128207652626	3.89126172566098e-05	8.80391069956258e-05	0.000244960872563059	0.000107873565720454	0.000354459835358765	0.000276677357570417	0.00119654361931086	4.1554393458534e-05	0.000178350686539146	0.000136097607148644	2.50909107568412e-05	0.000103323773157456	0.000122468308311021	0.000148713334658663	0.00132366510341122	3.45190531495576e-05	4.69178833698083e-05	0.010865717122425	4.85130823105832e-05	2.88973811282305e-05	0.000140690136243365	0.000244659711925408	0.00127462432599502	3.48944948798837e-05	7.58854459946838e-05	0.000136545640785882	6.65536080856745e-05	3.34964288946711e-05	0.000110075701558997	8.93064241872572e-05	0.000110644969084323	7.49666919099508e-05	0.00153160014056198	0.000109726847279874	8.2892980920498e-05	5.12526402939486e-05	0.000124900312536924	3.10611900361263e-05	9.64723502452226e-05	2.28002997979946e-05	9.08476168986522e-05	0.000161968112529472	0.000186625056604695	1.46690637349559e-05	0.000412913394439203	0.00259808489938263
